Notch.ID,Egg.No,Year,Clutch,Depth,Clutch.Size,Mean.Temp.1to30,Mean.Max.Temp.1to30,Mean.Temp.31to60,Mean.Max.Temp.31to60,Mean.TSP.Air.Temp,Mean.Max.TSP.Air.Temp,Lay.Wt,Hatch.Wt,Sex,Total.Rain,Mean.TSP.Air.Temp.Rand
1,21,1985,7,23.25,29,16.94666667,23.33333333,16.41333333,22.06666667,16.0625,21.25,10.25,7.12,0,288,20.27390031
1,13,1985,7,16.75,29,16.94666667,23.33333333,16.41333333,22.06666667,16.0625,21.25,9.51,7.19,0,288,19.42322857
1,26,1985,7,30.5,29,16.94666667,23.33333333,16.41333333,22.06666667,16.0625,21.25,10.01,7.59,0,288,18.7645438
1,18,1985,7,21.75,29,16.94666667,23.33333333,16.41333333,22.06666667,16.0625,21.25,10.62,7.89,0,288,19.23476413
1,14,1985,7,19.25,29,16.94666667,23.33333333,16.41333333,22.06666667,16.0625,21.25,10.39,6.97,0,288,18.70099061
1,12,1985,7,15.75,29,16.94666667,23.33333333,16.41333333,22.06666667,16.0625,21.25,9.53,7.32,0,288,19.53358143
1,5,1986,30,8,29,15.38,21.43333333,18.2,23.31666667,17.98965517,23.37931034,10.1,6.3,0,352,20.66205778
1,21,1986,30,22.5,29,15.38,21.43333333,18.2,23.31666667,17.98965517,23.37931034,9.9,6.7,1,352,19.8963657
1,27,1986,30,30,29,15.38,21.43333333,18.2,23.31666667,17.98965517,23.37931034,9.8,6.8,0,352,20.57513567
1,26,1986,30,27.5,29,15.38,21.43333333,18.2,23.31666667,17.98965517,23.37931034,10.1,7,0,352,21.92087933
1,10,1986,30,14.5,29,15.38,21.43333333,18.2,23.31666667,17.98965517,23.37931034,10.6,7,1,352,21.77546953
1,24,1986,30,26.25,29,15.38,21.43333333,18.2,23.31666667,17.98965517,23.37931034,9.8,7.1,1,352,22.22247882
1,2,1986,30,2.75,29,15.38,21.43333333,18.2,23.31666667,17.98965517,23.37931034,10.5,7.3,1,352,20.8322326
1,3,1986,30,8.25,29,15.38,21.43333333,18.2,23.31666667,17.98965517,23.37931034,10.5,7.5,0,352,21.67120987
1,20,1986,30,23,29,15.38,21.43333333,18.2,23.31666667,17.98965517,23.37931034,10.3,7.5,1,352,19.61639576
1,16,1986,30,20.5,29,15.38,21.43333333,18.2,23.31666667,17.98965517,23.37931034,10.3,7.5,1,352,21.47432902
1,15,1986,30,15.75,29,15.38,21.43333333,18.2,23.31666667,17.98965517,23.37931034,10.3,7.5,1,352,20.23327838
1,7,1986,30,9.25,29,15.38,21.43333333,18.2,23.31666667,17.98965517,23.37931034,10.3,7.6,0,352,20.72831704
1,28,1986,30,32.5,29,15.38,21.43333333,18.2,23.31666667,17.98965517,23.37931034,10,7.7,1,352,20.528924
1,14,1986,30,16.25,29,15.38,21.43333333,18.2,23.31666667,17.98965517,23.37931034,10.6,7.8,1,352,19.1843108
2,9,1988,69,12,33,17.91,25.16666667,21.44666667,27,20.42,26.5,11.97,8.4,0,230.8,23.79168654
2,20,1988,69,23,33,17.91,25.16666667,21.44666667,27,20.42,26.5,12.02,8.5,0,230.8,22.89586698
2,10,1988,69,10.75,33,17.91,25.16666667,21.44666667,27,20.42,26.5,11.65,8.7,0,230.8,22.46747593
2,14,1988,69,15.5,33,17.91,25.16666667,21.44666667,27,20.42,26.5,11.76,8.8,0,230.8,23.25586837
2,6,1988,69,9,33,17.91,25.16666667,21.44666667,27,20.42,26.5,11.95,8.9,0,230.8,22.92298191
2,8,1988,69,13.25,33,17.91,25.16666667,21.44666667,27,20.42,26.5,12.05,9,1,230.8,22.52156295
2,7,1988,69,11.5,33,17.91,25.16666667,21.44666667,27,20.42,26.5,12.12,9.1,0,230.8,23.93256431
2,22,1988,69,27.25,33,17.91,25.16666667,21.44666667,27,20.42,26.5,12.42,9.1,1,230.8,23.37740151
2,15,1988,69,18.75,33,17.91,25.16666667,21.44666667,27,20.42,26.5,12.99,9.2,0,230.8,22.19613985
2,13,1988,69,16,33,17.91,25.16666667,21.44666667,27,20.42,26.5,12.41,9.2,0,230.8,23.4483326
2,29,1988,69,33.5,33,17.91,25.16666667,21.44666667,27,20.42,26.5,11.82,9.2,0,230.8,23.11661547
2,16,1988,69,21.25,33,17.91,25.16666667,21.44666667,27,20.42,26.5,12.45,9.3,1,230.8,23.47779816
2,31,1988,69,35.5,33,17.91,25.16666667,21.44666667,27,20.42,26.5,12.34,9.3,1,230.8,22.49591691
2,23,1988,69,25.25,33,17.91,25.16666667,21.44666667,27,20.42,26.5,11.74,9.4,0,230.8,23.05528485
2,27,1988,69,32.25,33,17.91,25.16666667,21.44666667,27,20.42,26.5,12.5,9.4,0,230.8,23.06426966
2,33,1988,69,37.5,33,17.91,25.16666667,21.44666667,27,20.42,26.5,12.46,9.4,1,230.8,22.76685802
2,19,1988,69,19.75,33,17.91,25.16666667,21.44666667,27,20.42,26.5,12.44,9.4,1,230.8,23.20731213
2,32,1988,69,35,33,17.91,25.16666667,21.44666667,27,20.42,26.5,11.98,9.4,1,230.8,24.61586087
2,12,1988,69,15.75,33,17.91,25.16666667,21.44666667,27,20.42,26.5,12.31,9.5,0,230.8,24.0172241
2,17,1988,69,18.5,33,17.91,25.16666667,21.44666667,27,20.42,26.5,12.33,9.6,0,230.8,23.32923996
2,26,1988,69,27.5,33,17.91,25.16666667,21.44666667,27,20.42,26.5,12.14,9.6,1,230.8,24.76541161
2,21,1988,69,22.5,33,17.91,25.16666667,21.44666667,27,20.42,26.5,12.46,9.7,0,230.8,22.54017487
2,28,1988,69,30.25,33,17.91,25.16666667,21.44666667,27,20.42,26.5,12.71,9.7,1,230.8,23.42469826
3,15,1986,38,19.5,37,15.57,21.8,18.14,23.35,17.86896552,23.36206897,12.5,7.4,0,352,19.92475328
3,16,1986,38,16.75,37,15.57,21.8,18.14,23.35,17.86896552,23.36206897,12.4,7.4,0,352,20.49005541
3,12,1986,38,15.75,37,15.57,21.8,18.14,23.35,17.86896552,23.36206897,11.7,7.4,0,352,20.88859786
3,18,1986,38,20.25,37,15.57,21.8,18.14,23.35,17.86896552,23.36206897,12.2,7.8,0,352,22.87491017
3,14,1986,38,19.25,37,15.57,21.8,18.14,23.35,17.86896552,23.36206897,11.7,7.9,0,352,20.86114499
3,17,1986,38,19.25,37,15.57,21.8,18.14,23.35,17.86896552,23.36206897,12.1,7.9,1,352,21.82721501
3,20,1986,38,24.5,37,15.57,21.8,18.14,23.35,17.86896552,23.36206897,11.9,8.4,0,352,20.53385021
3,7,1986,38,8.5,37,15.57,21.8,18.14,23.35,17.86896552,23.36206897,12.1,8.5,0,352,19.91170832
3,19,1986,38,21.25,37,15.57,21.8,18.14,23.35,17.86896552,23.36206897,11.9,8.5,0,352,20.61012704
3,32,1986,38,37.25,37,15.57,21.8,18.14,23.35,17.86896552,23.36206897,11.9,8.5,0,352,21.11316961
3,5,1986,38,7.25,37,15.57,21.8,18.14,23.35,17.86896552,23.36206897,12.6,8.6,0,352,21.21295266
3,10,1986,38,11.5,37,15.57,21.8,18.14,23.35,17.86896552,23.36206897,12.5,8.6,0,352,21.08975161
3,1,1986,38,1.75,37,15.57,21.8,18.14,23.35,17.86896552,23.36206897,12.8,8.7,0,352,20.57203207
3,6,1986,38,9.75,37,15.57,21.8,18.14,23.35,17.86896552,23.36206897,12.5,8.8,0,352,20.31466454
3,29,1986,38,33.5,37,15.57,21.8,18.14,23.35,17.86896552,23.36206897,12.4,8.8,0,352,20.42907131
3,4,1986,38,9.25,37,15.57,21.8,18.14,23.35,17.86896552,23.36206897,12,8.8,0,352,21.67144732
3,35,1986,38,39.5,37,15.57,21.8,18.14,23.35,17.86896552,23.36206897,12.7,8.9,0,352,19.87124793
3,36,1986,38,38.25,37,15.57,21.8,18.14,23.35,17.86896552,23.36206897,12.8,9,0,352,23.06080171
3,28,1987,59,29.5,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,12.41,9.1,0,229,23.00421899
3,23,1987,59,26,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,11.55,9.2,0,229,24.07073709
3,8,1987,59,10.25,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,12.21,9.6,0,229,22.48166905
3,21,1987,59,24.75,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,12.09,9.6,0,229,22.6440633
3,9,1987,59,13.5,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,12.58,9.7,0,229,23.19921834
3,12,1987,59,15,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,12.71,9.9,0,229,23.37944308
3,10,1987,59,13,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,12.59,9.9,0,229,24.1517017
3,20,1987,59,23,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,12.3,9.9,0,229,21.2298003
3,36,1987,59,40.5,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,12.01,9.9,0,229,23.77192688
3,7,1987,59,12.25,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,12.89,10,0,229,22.92413198
3,3,1987,59,6.75,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,12.46,10,0,229,23.30157437
3,6,1987,59,9,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,12.29,10,0,229,22.71191767
3,32,1987,59,33.5,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,13.67,10.1,0,229,22.79845936
3,14,1987,59,17,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,12.56,10.2,0,229,22.68842969
3,18,1987,59,21.75,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,13.87,10.3,0,229,22.44492299
3,13,1987,59,15.25,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,13.7,10.3,0,229,23.76005614
3,34,1987,59,36.25,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,13.22,10.3,0,229,22.99405548
3,35,1987,59,38,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,12.94,10.3,0,229,23.09744949
3,30,1987,59,31.5,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,12.91,10.3,0,229,23.34987594
3,33,1987,59,36,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,12.96,10.4,0,229,21.70843021
3,27,1987,59,30.75,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,12.84,10.5,0,229,23.27990739
3,22,1987,59,24.25,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,13.04,10.6,0,229,22.75307741
3,15,1987,59,18,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,13.45,10.7,0,229,22.71390874
3,16,1987,59,16.75,36,18.97333333,25.61666667,18.09666667,24.6,20.02222222,26.36111111,12.84,10.8,0,229,23.10584391
3,20,1993,115,23,26,19.02,24.41666667,18.09,24.13333333,18.36129032,24.16129032,11.59,7.23,0,305.8,20.34104173
3,2,1993,115,5.75,26,19.02,24.41666667,18.09,24.13333333,18.36129032,24.16129032,12.36,8.16,0,305.8,20.68277935
3,18,1993,115,22.5,26,19.02,24.41666667,18.09,24.13333333,18.36129032,24.16129032,11.52,7.6,0,305.8,21.88311494
3,13,1993,115,14.5,26,19.02,24.41666667,18.09,24.13333333,18.36129032,24.16129032,12.54,8.63,0,305.8,19.91886242
3,17,1993,115,21.5,26,19.02,24.41666667,18.09,24.13333333,18.36129032,24.16129032,12.07,8.67,0,305.8,21.81195784
3,26,1993,115,29.75,26,19.02,24.41666667,18.09,24.13333333,18.36129032,24.16129032,11.09,8.78,0,305.8,21.16115057
3,23,1993,115,28.25,26,19.02,24.41666667,18.09,24.13333333,18.36129032,24.16129032,12.27,9.04,0,305.8,21.46043161
3,19,1994,135,20.5,37,18.42,23.53333333,15.68666667,21.55,14.5484375,20.0390625,12.3,7.78,0,377.2,17.0718858
3,9,1994,135,12.75,37,18.42,23.53333333,15.68666667,21.55,14.5484375,20.0390625,11.9,8.04,0,377.2,17.33949849
3,4,1994,135,9.25,37,18.42,23.53333333,15.68666667,21.55,14.5484375,20.0390625,12.4,8.23,0,377.2,17.70317804
3,3,1994,135,8.25,37,18.42,23.53333333,15.68666667,21.55,14.5484375,20.0390625,12,8.24,0,377.2,16.76256942
3,7,1994,135,9.25,37,18.42,23.53333333,15.68666667,21.55,14.5484375,20.0390625,12.7,8.41,0,377.2,17.93789782
3,25,1994,135,28.75,37,18.42,23.53333333,15.68666667,21.55,14.5484375,20.0390625,12.2,8.48,0,377.2,16.38664122
3,13,1994,135,14.5,37,18.42,23.53333333,15.68666667,21.55,14.5484375,20.0390625,12,8.51,0,377.2,17.24085962
3,11,1994,135,14,37,18.42,23.53333333,15.68666667,21.55,14.5484375,20.0390625,11.8,8.58,0,377.2,17.28146264
3,5,1994,135,8,37,18.42,23.53333333,15.68666667,21.55,14.5484375,20.0390625,11.2,8.62,0,377.2,18.00055068
3,6,1994,135,9.75,37,18.42,23.53333333,15.68666667,21.55,14.5484375,20.0390625,12.3,8.76,0,377.2,17.81559227
3,27,1994,135,30.75,37,18.42,23.53333333,15.68666667,21.55,14.5484375,20.0390625,12.3,8.96,0,377.2,17.53141805
3,14,1994,135,15.5,37,18.42,23.53333333,15.68666667,21.55,14.5484375,20.0390625,11.5,8.99,0,377.2,17.09546489
3,20,1994,135,21.5,37,18.42,23.53333333,15.68666667,21.55,14.5484375,20.0390625,11.9,9.04,0,377.2,17.95459228
3,18,1994,135,18.75,37,18.42,23.53333333,15.68666667,21.55,14.5484375,20.0390625,11.8,9.13,0,377.2,17.25706497
3,12,1994,135,16.5,37,18.42,23.53333333,15.68666667,21.55,14.5484375,20.0390625,12.3,9.19,0,377.2,18.556521
3,30,1994,135,34.5,37,18.42,23.53333333,15.68666667,21.55,14.5484375,20.0390625,12.9,9.4,0,377.2,16.59595083
3,37,1994,135,37.75,37,18.42,23.53333333,15.68666667,21.55,14.5484375,20.0390625,12.5,9.45,0,377.2,15.8914584
3,15,1994,135,20.25,37,18.42,23.53333333,15.68666667,21.55,14.5484375,20.0390625,12.3,9.53,0,377.2,18.05437866
3,6,1995,150,9,6,18.39333333,23.88333333,20.07666667,25.85,19.672,25.26,12.2,8.4,0,277.6,23.5461499
3,2,1995,150,2.75,6,18.39333333,23.88333333,20.07666667,25.85,19.672,25.26,12,8.6,0,277.6,22.65470889
3,20,1996,170,24.5,36,16.79666667,22.55,17.66333333,23.3,15.53584906,21.12264151,13.9,8,0,335.8,18.31050915
3,5,1996,170,8.75,36,16.79666667,22.55,17.66333333,23.3,15.53584906,21.12264151,13.3,9.2,0,335.8,18.5950922
3,3,1996,170,6,36,16.79666667,22.55,17.66333333,23.3,15.53584906,21.12264151,14.3,9.5,1,335.8,19.28014419
3,2,1996,170,4.25,36,16.79666667,22.55,17.66333333,23.3,15.53584906,21.12264151,14.1,9.8,1,335.8,18.7401768
3,32,1996,170,32.75,36,16.79666667,22.55,17.66333333,23.3,15.53584906,21.12264151,13.3,9.9,0,335.8,17.60250145
3,9,1996,170,12,36,16.79666667,22.55,17.66333333,23.3,15.53584906,21.12264151,13.4,10,0,335.8,18.4479069
3,34,1996,170,38.5,36,16.79666667,22.55,17.66333333,23.3,15.53584906,21.12264151,13.3,10,0,335.8,18.7050307
3,25,1996,170,26.5,36,16.79666667,22.55,17.66333333,23.3,15.53584906,21.12264151,14.1,10.1,1,335.8,19.07362496
3,23,1996,170,26.75,36,16.79666667,22.55,17.66333333,23.3,15.53584906,21.12264151,14,10.2,0,335.8,18.35395189
3,8,1996,170,9.5,36,16.79666667,22.55,17.66333333,23.3,15.53584906,21.12264151,14.5,10.4,0,335.8,18.39737879
3,28,1996,170,33.25,36,16.79666667,22.55,17.66333333,23.3,15.53584906,21.12264151,13.4,10.5,1,335.8,18.43105577
3,12,1996,170,15,36,16.79666667,22.55,17.66333333,23.3,15.53584906,21.12264151,14.6,11.2,0,335.8,19.48331243
3,16,1996,170,19.75,36,16.79666667,22.55,17.66333333,23.3,15.53584906,21.12264151,14.6,11.3,0,335.8,19.53971316
4,23,1986,40,26,28,15.19666667,21.5,17.95666667,23.16666667,18.11724138,23.39655172,11.9,5.6,1,352,21.57183786
4,1,1986,40,4.75,28,15.19666667,21.5,17.95666667,23.16666667,18.11724138,23.39655172,11.8,6.6,0,352,21.62232029
4,6,1986,40,8.25,28,15.19666667,21.5,17.95666667,23.16666667,18.11724138,23.39655172,10.9,6.6,0,352,19.62054377
4,12,1986,40,12.75,28,15.19666667,21.5,17.95666667,23.16666667,18.11724138,23.39655172,11.6,6.8,0,352,21.88116593
4,22,1986,40,27.25,28,15.19666667,21.5,17.95666667,23.16666667,18.11724138,23.39655172,11.4,6.8,1,352,22.58789956
4,14,1986,40,14.75,28,15.19666667,21.5,17.95666667,23.16666667,18.11724138,23.39655172,12.1,6.9,0,352,20.95060136
4,15,1986,40,15.75,28,15.19666667,21.5,17.95666667,23.16666667,18.11724138,23.39655172,11.4,7.1,0,352,21.72448484
4,7,1986,40,7.75,28,15.19666667,21.5,17.95666667,23.16666667,18.11724138,23.39655172,12.3,7.3,0,352,22.68752303
4,11,1986,40,14.75,28,15.19666667,21.5,17.95666667,23.16666667,18.11724138,23.39655172,12.1,7.6,0,352,21.80428889
4,3,1986,40,3.75,28,15.19666667,21.5,17.95666667,23.16666667,18.11724138,23.39655172,11.6,7.6,1,352,21.15551069
4,16,1986,40,20.5,28,15.19666667,21.5,17.95666667,23.16666667,18.11724138,23.39655172,11.8,7.8,0,352,21.29354393
4,13,1986,40,14.5,28,15.19666667,21.5,17.95666667,23.16666667,18.11724138,23.39655172,12.3,8.1,0,352,20.79775864
4,18,1986,40,19.5,28,15.19666667,21.5,17.95666667,23.16666667,18.11724138,23.39655172,11.9,9.2,0,352,21.2255856
5,22,1990,89,25.75,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11.2,6.9,1,170.6,21.93890971
5,41,1990,89,41.75,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,9.9,7.3,1,170.6,21.30096468
5,43,1990,89,46.75,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,10.3,7.5,1,170.6,20.2389531
5,17,1990,89,19.25,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11,7.6,1,170.6,21.16151803
5,24,1990,89,28.5,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,10.7,7.7,1,170.6,21.70071719
5,34,1990,89,37.75,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11.5,7.9,0,170.6,20.80537686
5,1,1990,89,4.75,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11.2,7.9,0,170.6,20.4432879
5,33,1990,89,37.5,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11.4,7.9,1,170.6,21.99431487
5,23,1990,89,25.25,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11,7.9,1,170.6,21.28251252
5,25,1990,89,30.25,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,10.9,7.9,1,170.6,21.35496125
5,27,1990,89,28.5,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,10.4,7.9,1,170.6,21.06083887
5,40,1990,89,43.75,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11.1,8,0,170.6,20.66768296
5,19,1990,89,20.5,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11,8,0,170.6,21.0429571
5,39,1990,89,43.5,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11.5,8,1,170.6,19.92212857
5,7,1990,89,11.5,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11,8.1,0,170.6,21.35323609
5,37,1990,89,37.75,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11.3,8.1,1,170.6,21.03373823
5,36,1990,89,37.5,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11.3,8.1,1,170.6,19.9514945
5,29,1990,89,33.5,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11,8.1,1,170.6,20.52032532
5,15,1990,89,18,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11.2,8.2,0,170.6,21.88561557
5,30,1990,89,30.75,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11.6,8.2,1,170.6,20.34043152
5,35,1990,89,39.5,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11.3,8.2,1,170.6,20.37406756
5,20,1990,89,21.5,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11.1,8.2,1,170.6,21.36245409
5,2,1990,89,3.5,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,10.8,8.2,1,170.6,21.33652234
5,42,1990,89,47.25,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11.3,8.3,1,170.6,20.67000349
5,21,1990,89,22.5,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11.3,8.4,0,170.6,20.48334356
5,8,1990,89,10.25,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11.3,8.4,0,170.6,20.63114802
5,31,1990,89,31.75,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11.6,8.5,0,170.6,20.14525343
5,11,1990,89,11.75,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11.3,8.5,1,170.6,20.453544
5,10,1990,89,13,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11.2,8.6,1,170.6,20.32097064
5,28,1990,89,31.75,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11.4,8.7,1,170.6,19.53818726
5,4,1990,89,4.75,45,16.53,22,18.24,23.86666667,17.9516129,23.82258065,11.3,9.5,0,170.6,20.84083537
5,3,1991,98,3.75,39,17.35666667,23.9,18.41333333,24.51666667,18.324,24.6,10.3,8.1,0,228,21.10745721
5,33,1991,98,37.5,39,17.35666667,23.9,18.41333333,24.51666667,18.324,24.6,11.7,7.5,1,228,19.78052775
5,1,1991,98,1.75,39,17.35666667,23.9,18.41333333,24.51666667,18.324,24.6,10.1,7.6,1,228,21.54320319
5,39,1991,98,41.25,39,17.35666667,23.9,18.41333333,24.51666667,18.324,24.6,10.8,8.1,1,228,20.14715277
5,11,1991,98,14.75,39,17.35666667,23.9,18.41333333,24.51666667,18.324,24.6,10.4,8.2,1,228,22.38570784
5,23,1991,98,25.25,39,17.35666667,23.9,18.41333333,24.51666667,18.324,24.6,11.4,8.3,1,228,22.54954448
5,35,1991,98,40.25,39,17.35666667,23.9,18.41333333,24.51666667,18.324,24.6,11.3,8.4,1,228,21.75058417
5,13,1991,98,13.75,39,17.35666667,23.9,18.41333333,24.51666667,18.324,24.6,10.4,8.4,1,228,20.59143562
5,17,1991,98,20,39,17.35666667,23.9,18.41333333,24.51666667,18.324,24.6,11,8.5,1,228,22.35070688
5,37,1991,98,41.5,39,17.35666667,23.9,18.41333333,24.51666667,18.324,24.6,11.1,8.7,1,228,22.63489662
5,7,1991,98,10.75,39,17.35666667,23.9,18.41333333,24.51666667,18.324,24.6,10.7,8.8,0,228,20.8790954
5,31,1991,98,34.75,39,17.35666667,23.9,18.41333333,24.51666667,18.324,24.6,11.7,8.8,1,228,22.43313278
5,21,1991,98,24.75,39,17.35666667,23.9,18.41333333,24.51666667,18.324,24.6,11.7,8.9,1,228,20.96525998
5,27,1991,98,32.25,39,17.35666667,23.9,18.41333333,24.51666667,18.324,24.6,11,8.9,1,228,22.23415646
5,15,1991,98,15.75,39,17.35666667,23.9,18.41333333,24.51666667,18.324,24.6,10.9,9,1,228,20.91675524
5,25,1991,98,26.5,39,17.35666667,23.9,18.41333333,24.51666667,18.324,24.6,11.7,9.1,1,228,21.14420587
5,17,1996,173,22.25,48,16.84,22.43333333,17.58666667,23.43333333,17.46842105,23.56578947,8.1,7.6,1,335.8,20.55235187
5,15,1996,173,16.5,48,16.84,22.43333333,17.58666667,23.43333333,17.46842105,23.56578947,8.9,7.9,0,335.8,20.28627607
5,31,1996,173,36.25,48,16.84,22.43333333,17.58666667,23.43333333,17.46842105,23.56578947,10.4,8.5,1,335.8,20.3242518
5,35,1996,173,39.5,48,16.84,22.43333333,17.58666667,23.43333333,17.46842105,23.56578947,9.8,8.6,0,335.8,21.35031703
5,36,1996,173,37.5,48,16.84,22.43333333,17.58666667,23.43333333,17.46842105,23.56578947,10.7,8.7,1,335.8,20.00293808
5,18,1996,173,19.5,48,16.84,22.43333333,17.58666667,23.43333333,17.46842105,23.56578947,9.6,8.7,1,335.8,21.81658564
5,11,1996,173,14.75,48,16.84,22.43333333,17.58666667,23.43333333,17.46842105,23.56578947,10.9,8.9,1,335.8,19.67243773
5,2,1996,173,6.5,48,16.84,22.43333333,17.58666667,23.43333333,17.46842105,23.56578947,10.9,9.2,0,335.8,20.48797683
5,7,1996,173,7.75,48,16.84,22.43333333,17.58666667,23.43333333,17.46842105,23.56578947,11.5,9.3,0,335.8,21.10181672
5,14,1996,173,15.5,48,16.84,22.43333333,17.58666667,23.43333333,17.46842105,23.56578947,11.1,9.3,0,335.8,20.02140345
5,28,1996,173,31.75,48,16.84,22.43333333,17.58666667,23.43333333,17.46842105,23.56578947,11.2,9.3,1,335.8,20.06404519
5,6,1996,173,9,48,16.84,22.43333333,17.58666667,23.43333333,17.46842105,23.56578947,11.6,9.4,0,335.8,20.30260567
5,46,1996,173,51.25,48,16.84,22.43333333,17.58666667,23.43333333,17.46842105,23.56578947,11.2,9.4,1,335.8,20.02319694
5,20,1996,173,20.75,48,16.84,22.43333333,17.58666667,23.43333333,17.46842105,23.56578947,11.5,9.5,0,335.8,21.80172316
5,42,1996,173,45.75,48,16.84,22.43333333,17.58666667,23.43333333,17.46842105,23.56578947,11.7,9.5,1,335.8,20.58900052
5,24,1996,173,24.75,48,16.84,22.43333333,17.58666667,23.43333333,17.46842105,23.56578947,12,9.9,0,335.8,20.45647498
6,23,1990,90,28.25,28,16.98,22.4,17.90666667,23.55,18.0483871,23.70967742,12.4,8.3,0,170.6,21.19253354
6,27,1990,90,30.75,28,16.98,22.4,17.90666667,23.55,18.0483871,23.70967742,10.9,8.3,0,170.6,21.7952504
6,8,1990,90,11,28,16.98,22.4,17.90666667,23.55,18.0483871,23.70967742,11.9,8.5,0,170.6,21.61611522
6,13,1990,90,16.75,28,16.98,22.4,17.90666667,23.55,18.0483871,23.70967742,12.8,8.6,0,170.6,20.88756734
6,6,1990,90,10.5,28,16.98,22.4,17.90666667,23.55,18.0483871,23.70967742,12.5,8.6,0,170.6,20.01235032
6,16,1990,90,21.25,28,16.98,22.4,17.90666667,23.55,18.0483871,23.70967742,11.8,8.6,0,170.6,20.55004324
6,19,1990,90,21.25,28,16.98,22.4,17.90666667,23.55,18.0483871,23.70967742,12,8.7,0,170.6,20.33987871
6,14,1990,90,15.5,28,16.98,22.4,17.90666667,23.55,18.0483871,23.70967742,11.9,8.7,0,170.6,20.82265947
6,3,1990,90,5.25,28,16.98,22.4,17.90666667,23.55,18.0483871,23.70967742,11.6,8.7,0,170.6,20.64128375
6,11,1990,90,16.25,28,16.98,22.4,17.90666667,23.55,18.0483871,23.70967742,11.6,8.7,0,170.6,21.45423082
6,10,1990,90,15.25,28,16.98,22.4,17.90666667,23.55,18.0483871,23.70967742,12.6,8.8,0,170.6,21.76798942
6,2,1990,90,3.5,28,16.98,22.4,17.90666667,23.55,18.0483871,23.70967742,12.1,8.9,0,170.6,19.9843119
6,26,1990,90,30.5,28,16.98,22.4,17.90666667,23.55,18.0483871,23.70967742,12.4,8.9,1,170.6,20.51964611
6,20,1990,90,23,28,16.98,22.4,17.90666667,23.55,18.0483871,23.70967742,13.1,9,0,170.6,21.25870295
